mcc	acc	f1	f1_weighted	precision	recall	auroc	tp	tn	fp	fn	name	variables	representation	fold	run
0.6382065713275774	0.8170011806375442	0.8156956004756243	0.8170669953467619	0.7760180995475113	0.8596491228070176	0.8994640619405657	343	349	56	99	rf	{'n_estimators': 380, 'max_depth': 26, 'min_samples_split': 14, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 0.0004781848890476023, 'n_jobs': 10}	ecfp-8-1024	3	13
0.6322486547665992	0.8144208037825059	0.8119760479041916	0.8145320587174584	0.7757437070938215	0.8517587939698492	0.8804737975592246	339	350	59	98	rf	{'n_estimators': 380, 'max_depth': 26, 'min_samples_split': 14, 'min_samples_leaf': 20, 'max_features': 'sqrt', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 0.0004781848890476023, 'n_jobs': 10}	ecfp-8-1024	4	13
0.6516022471613904	0.8240850059031877	0.8215568862275449	0.8241997866567966	0.7848970251716247	0.8618090452261307	0.903196382804893	343	355	55	94	rf	{'n_estimators': 141, 'max_depth': 35, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.3878306246849125e-06, 'n_jobs': 10}	ecfp-8-1024	0	14
0.6502500363111425	0.8229043683589138	0.8218527315914489	0.8229586782389238	0.781038374717833	0.8671679197994987	0.8979256176154672	346	351	53	97	rf	{'n_estimators': 141, 'max_depth': 35, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.3878306246849125e-06, 'n_jobs': 10}	ecfp-8-1024	1	14
0.6443363561624833	0.820543093270366	0.8181818181818182	0.8206476718873412	0.782608695652174	0.8571428571428571	0.8849299588256354	342	353	57	95	rf	{'n_estimators': 141, 'max_depth': 35, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.3878306246849125e-06, 'n_jobs': 10}	ecfp-8-1024	2	14
0.6508942001024997	0.8240850059031877	0.8211284513805522	0.8242051910463842	0.7880184331797235	0.8571428571428571	0.9078108216970998	342	356	57	92	rf	{'n_estimators': 141, 'max_depth': 35, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.3878306246849125e-06, 'n_jobs': 10}	ecfp-8-1024	3	14
0.6439074997469472	0.8203309692671394	0.8177458033573142	0.8204454637946142	0.7821100917431193	0.8567839195979899	0.8875740308686288	341	353	57	95	rf	{'n_estimators': 141, 'max_depth': 35, 'min_samples_split': 7, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.3878306246849125e-06, 'n_jobs': 10}	ecfp-8-1024	4	14
-0.01425278804182288	0.49940968122786306	0.4207650273224044	0.494177604460764	0.46107784431137727	0.3869346733668342	0.487185370057414	154	269	244	180	rf	{'n_estimators': 88, 'max_depth': 41, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 5.562142014894689e-07, 'n_jobs': 10}	esm2-8m	0	15
-0.009870997733398423	0.500590318772137	0.4306864064602961	0.4965475057572566	0.46511627906976744	0.40100250626566414	0.4955804690297171	160	264	239	184	rf	{'n_estimators': 88, 'max_depth': 41, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 5.562142014894689e-07, 'n_jobs': 10}	esm2-8m	1	15
3.9766344711473584e-05	0.5053128689492326	0.4375838926174497	0.5015303233795967	0.47109826589595377	0.40852130325814534	0.4982209989258861	163	265	236	183	rf	{'n_estimators': 88, 'max_depth': 41, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 5.562142014894689e-07, 'n_jobs': 10}	esm2-8m	2	15
-0.02326688192118252	0.4946871310507674	0.41689373297002724	0.4895009045120514	0.45671641791044776	0.38345864661654133	0.4904504564983888	153	266	246	182	rf	{'n_estimators': 88, 'max_depth': 41, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 5.562142014894689e-07, 'n_jobs': 10}	esm2-8m	3	15
0.00022838350372005308	0.5059101654846335	0.43360433604336046	0.5015142135898811	0.47058823529411764	0.4020100502512563	0.4961021625987078	160	268	238	180	rf	{'n_estimators': 88, 'max_depth': 41, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 5.562142014894689e-07, 'n_jobs': 10}	esm2-8m	4	15
0.6459286526778361	0.820543093270366	0.8194774346793349	0.8206006288280977	0.777027027027027	0.8668341708542714	0.9004879632013072	345	350	53	99	rf	{'n_estimators': 114, 'max_depth': 33, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 4.399870455156995e-09, 'n_jobs': 10}	ecfp-8-1024	0	16
0.6640452998878279	0.8299881936245572	0.8285714285714286	0.8300578705943833	0.7891156462585034	0.8721804511278195	0.8979088345864661	348	355	51	93	rf	{'n_estimators': 114, 'max_depth': 33, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 4.399870455156995e-09, 'n_jobs': 10}	ecfp-8-1024	1	16
0.6330738870991205	0.8146399055489965	0.8128724672228844	0.8147246599014767	0.775	0.8546365914786967	0.8855061761546724	341	349	58	99	rf	{'n_estimators': 114, 'max_depth': 33, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 4.399870455156995e-09, 'n_jobs': 10}	ecfp-8-1024	2	16
0.6396034781745236	0.8181818181818182	0.8157894736842105	0.8182877728332274	0.7803203661327232	0.8546365914786967	0.9044709989258861	341	352	58	96	rf	{'n_estimators': 114, 'max_depth': 33, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 4.399870455156995e-09, 'n_jobs': 10}	ecfp-8-1024	3	16
0.6282948307440491	0.8120567375886525	0.8104886769964244	0.8121357840194448	0.7709750566893424	0.8542713567839196	0.8860709798994975	340	347	58	101	rf	{'n_estimators': 114, 'max_depth': 33, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 4.399870455156995e-09, 'n_jobs': 10}	ecfp-8-1024	4	16
0.6852162937182051	0.8429752066115702	0.8343711083437111	0.8430428033431921	0.8271604938271605	0.8417085427135679	0.9139573144117021	335	379	63	70	rf	{'n_estimators': 120, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.613322902366359e-06, 'n_jobs': 10}	ecfp-8-1024	0	17
0.6330691897303065	0.8170011806375442	0.8069738480697385	0.8170574507417406	0.801980198019802	0.8120300751879699	0.8988570757250269	324	368	75	80	rf	{'n_estimators': 120, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.613322902366359e-06, 'n_jobs': 10}	ecfp-8-1024	1	17
0.6114505012531328	0.8063754427390791	0.7944862155388471	0.8063754427390791	0.7944862155388471	0.7944862155388471	0.8848488408521303	317	366	82	82	rf	{'n_estimators': 120, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.613322902366359e-06, 'n_jobs': 10}	ecfp-8-1024	2	17
0.6609359918595961	0.8311688311688312	0.8187579214195184	0.8310454077569596	0.8282051282051283	0.8095238095238095	0.9083422842821339	323	381	76	67	rf	{'n_estimators': 120, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.613322902366359e-06, 'n_jobs': 10}	ecfp-8-1024	3	17
0.6334565678386813	0.8167848699763594	0.8088779284833539	0.8169194944058658	0.7941888619854721	0.8241206030150754	0.8928571428571428	328	363	70	85	rf	{'n_estimators': 120, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.613322902366359e-06, 'n_jobs': 10}	ecfp-8-1024	4	17
0.6189171234606843	0.8099173553719008	0.7995018679950187	0.8099991829943903	0.7925925925925926	0.8065326633165829	0.8947969244888138	321	365	77	84	rf	{'n_estimators': 41, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.33193549953785e-08, 'n_jobs': 10}	ecfp-8-1024	0	18
0.5778212244954637	0.7898465171192444	0.7735368956743003	0.7896309714613817	0.7855297157622739	0.7619047619047619	0.8874669933762979	304	365	95	83	rf	{'n_estimators': 41, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.33193549953785e-08, 'n_jobs': 10}	ecfp-8-1024	1	18
0.6102672568170648	0.8051948051948052	0.7970479704797048	0.8053335140719067	0.782608695652174	0.8120300751879699	0.8788936627282492	324	358	75	90	rf	{'n_estimators': 41, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.33193549953785e-08, 'n_jobs': 10}	ecfp-8-1024	2	18
0.6209273182957393	0.8110979929161747	0.7994987468671679	0.8110979929161747	0.7994987468671679	0.7994987468671679	0.89593962585034	319	368	80	80	rf	{'n_estimators': 41, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.33193549953785e-08, 'n_jobs': 10}	ecfp-8-1024	3	18
0.6007449439144875	0.8002364066193853	0.7926380368098159	0.8004010235251799	0.7745803357314148	0.8115577889447236	0.8725687589734387	323	354	75	94	rf	{'n_estimators': 41, 'max_depth': 50, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.33193549953785e-08, 'n_jobs': 10}	ecfp-8-1024	4	18
-0.02128320943737717	0.49940968122786306	0.38372093023255816	0.48698981531584223	0.45517241379310347	0.3316582914572864	0.4729213998724133	132	291	266	158	rf	{'n_estimators': 45, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 7.481081196399068e-06, 'n_jobs': 10}	chemberta-2	0	19
0.0006403079464056235	0.5064935064935064	0.42896174863387976	0.5011742798628045	0.47147147147147145	0.39348370927318294	0.5026936761546724	157	272	242	176	rf	{'n_estimators': 45, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 7.481081196399068e-06, 'n_jobs': 10}	chemberta-2	1	19
0.01136686839563359	0.5147579693034239	0.4	0.5019059866163209	0.479020979020979	0.3433583959899749	0.4971189133548156	137	299	262	149	rf	{'n_estimators': 45, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 7.481081196399068e-06, 'n_jobs': 10}	chemberta-2	2	19
-0.07116838597869568	0.4734356552538371	0.37183098591549296	0.4643490588089445	0.42443729903536975	0.3308270676691729	0.46820455155746515	132	269	267	179	rf	{'n_estimators': 45, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 7.481081196399068e-06, 'n_jobs': 10}	chemberta-2	3	19
0.028696059095869003	0.5200945626477541	0.44686648501362397	0.5153553759950233	0.4880952380952381	0.4120603015075377	0.49806229809763103	164	276	234	172	rf	{'n_estimators': 45, 'max_depth': 49, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 7.481081196399068e-06, 'n_jobs': 10}	chemberta-2	4	19
-0.11006060521795949	0.45690672963400236	0.3352601156069364	0.4442807337669216	0.3945578231292517	0.2914572864321608	0.4566373068012669	116	271	282	178	rf	{'n_estimators': 171, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.3051740605419093e-05, 'n_jobs': 10}	esm2-8m	0	20
-0.009389276779949466	0.5029515938606848	0.40953716690042075	0.4948575813309983	0.46496815286624205	0.3659147869674185	0.4842519244539921	146	280	253	168	rf	{'n_estimators': 171, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.3051740605419093e-05, 'n_jobs': 10}	esm2-8m	1	20
0.0084541506559677	0.51357733175915	0.39589442815249265	0.500087987076964	0.47703180212014135	0.3383458646616541	0.5017622180451128	135	300	264	148	rf	{'n_estimators': 171, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.3051740605419093e-05, 'n_jobs': 10}	esm2-8m	2	20
0.012441678731440572	0.5147579693034239	0.4069264069264069	0.5034469662568836	0.47959183673469385	0.3533834586466165	0.4860756802721088	141	295	258	153	rf	{'n_estimators': 171, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.3051740605419093e-05, 'n_jobs': 10}	esm2-8m	3	20
-0.060455021387818476	0.4799054373522459	0.367816091954023	0.46865148701105874	0.42953020134228187	0.32160804020100503	0.4743752243359656	128	278	270	170	rf	{'n_estimators': 171, 'max_depth': 24, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 1.3051740605419093e-05, 'n_jobs': 10}	esm2-8m	4	20
0.5904269916730981	0.7957497048406139	0.7708609271523179	0.7946629743984199	0.8151260504201681	0.7311557788944724	0.8934595024118366	291	383	107	66	knn	{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'auto', 'leaf_size': 10, 'p': 1, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': 10}	ecfp-8-1024	0	21
0.5614400128372714	0.781582054309327	0.7581699346405228	0.7807504074319638	0.7923497267759563	0.7268170426065163	0.8739007116004297	290	372	109	76	knn	{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'auto', 'leaf_size': 10, 'p': 1, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': 10}	ecfp-8-1024	1	21
0.5690170976107695	0.7851239669421488	0.7598944591029023	0.7840457828464544	0.8022284122562674	0.7218045112781954	0.8692993644826352	288	377	111	71	knn	{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'auto', 'leaf_size': 10, 'p': 1, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': 10}	ecfp-8-1024	2	21
0.626644672720847	0.8134592680047226	0.791005291005291	0.8124538660495241	0.8375350140056023	0.7493734335839599	0.9001074113856069	299	390	100	58	knn	{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'auto', 'leaf_size': 10, 'p': 1, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': 10}	ecfp-8-1024	3	21
0.5994677027698619	0.8002364066193853	0.7767503302509907	0.7992567734874415	0.8189415041782729	0.7386934673366834	0.8706170360732233	294	383	104	65	knn	{'n_neighbors': 8, 'weights': 'uniform', 'algorithm': 'auto', 'leaf_size': 10, 'p': 1, 'metric': 'manhattan', 'metric_params': None, 'n_jobs': 10}	ecfp-8-1024	4	21
0.6519928039490718	0.8240850059031877	0.8219832735961768	0.8241855555234765	0.7835990888382688	0.864321608040201	0.9062013855468881	344	354	54	95	rf	{'n_estimators': 214, 'max_depth': 35, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 8.46429016175345e-06, 'n_jobs': 10}	ecfp-8-1024	0	22
0.6425420213725267	0.8193624557260921	0.8176400476758046	0.8194450507320123	0.7795454545454545	0.8596491228070176	0.9000850340136054	343	351	56	97	rf	{'n_estimators': 214, 'max_depth': 35, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 8.46429016175345e-06, 'n_jobs': 10}	ecfp-8-1024	1	22
0.6203116159026405	0.8087367178276269	0.8057553956834532	0.8088615173592435	0.7724137931034483	0.8421052631578947	0.8821551646974579	336	349	63	99	rf	{'n_estimators': 214, 'max_depth': 35, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 8.46429016175345e-06, 'n_jobs': 10}	ecfp-8-1024	2	22
0.649069234150443	0.8229043683589138	0.8205741626794258	0.8230075709414554	0.7848970251716247	0.8596491228070176	0.9065409058360187	343	354	56	94	rf	{'n_estimators': 214, 'max_depth': 35, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 8.46429016175345e-06, 'n_jobs': 10}	ecfp-8-1024	3	22
0.6435410428030958	0.8203309692671394	0.8173076923076923	0.8204575250468372	0.783410138248848	0.8542713567839196	0.8888247038765256	340	354	58	94	rf	{'n_estimators': 214, 'max_depth': 35, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 8.46429016175345e-06, 'n_jobs': 10}	ecfp-8-1024	4	22
0.6279345468592463	0.8122786304604487	0.8095808383233533	0.8124011146203399	0.7734553775743707	0.8492462311557789	0.8935322492193708	338	350	60	99	rf	{'n_estimators': 67, 'max_depth': 39, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.0277792797563424e-07, 'n_jobs': 10}	ecfp-8-1024	0	23
0.6323213822179684	0.8146399055489965	0.8119760479041916	0.8147546467979578	0.7775229357798165	0.849624060150376	0.8943004833512352	339	351	60	97	rf	{'n_estimators': 67, 'max_depth': 39, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.0277792797563424e-07, 'n_jobs': 10}	ecfp-8-1024	1	23
0.6171896445109352	0.8051948051948052	0.8065650644783119	0.8051051925187138	0.7577092511013216	0.8621553884711779	0.8780656999641963	344	338	55	110	rf	{'n_estimators': 67, 'max_depth': 39, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.0277792797563424e-07, 'n_jobs': 10}	ecfp-8-1024	2	23
0.6306885565144963	0.8146399055489965	0.8096969696969697	0.8147934835328914	0.784037558685446	0.8370927318295739	0.89515641783029	334	356	65	92	rf	{'n_estimators': 67, 'max_depth': 39, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.0277792797563424e-07, 'n_jobs': 10}	ecfp-8-1024	3	23
0.5998505953499534	0.7978723404255319	0.7961859356376639	0.7979573526246858	0.7573696145124716	0.8391959798994975	0.8776583811916726	334	341	64	107	rf	{'n_estimators': 67, 'max_depth': 39, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False, 'class_weight': 'balanced', 'ccp_alpha': 1.0277792797563424e-07, 'n_jobs': 10}	ecfp-8-1024	4	23
0.6688786831110674	0.8347107438016529	0.826302729528536	0.8348054286470709	0.8161764705882353	0.8366834170854272	0.9112880661660194	333	374	65	75	rf	{'n_estimators': 197, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 3.632157163747716e-05, 'n_jobs': 10}	ecfp-8-1024	0	24
0.6483328155223209	0.8240850059031877	0.8171779141104294	0.8242185901585652	0.8004807692307693	0.8345864661654135	0.9054723863229504	333	365	66	83	rf	{'n_estimators': 197, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 3.632157163747716e-05, 'n_jobs': 10}	ecfp-8-1024	1	24
0.6445957710735865	0.8217237308146399	0.8165249088699879	0.821872950732684	0.7924528301886793	0.8421052631578947	0.8900543770139633	336	360	63	88	rf	{'n_estimators': 197, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 3.632157163747716e-05, 'n_jobs': 10}	ecfp-8-1024	2	24
0.6765105435688339	0.8382526564344747	0.8314883148831488	0.8383678268354618	0.8164251207729468	0.8471177944862155	0.9116261636233443	338	372	61	76	rf	{'n_estimators': 197, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 3.632157163747716e-05, 'n_jobs': 10}	ecfp-8-1024	3	24
0.6377917666699957	0.817966903073286	0.8135593220338984	0.818119590638161	0.7850467289719626	0.8442211055276382	0.8983477656137832	336	356	62	92	rf	{'n_estimators': 197, 'max_depth': 31, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 3.632157163747716e-05, 'n_jobs': 10}	ecfp-8-1024	4	24
0.6584658519502519	0.8288075560802833	0.8229548229548229	0.8289613993510098	0.8004750593824228	0.8467336683417085	0.9087307360857741	337	365	61	84	rf	{'n_estimators': 288, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.608720039619682e-05, 'n_jobs': 10}	ecfp-8-1024	0	25
0.6476993410484762	0.8229043683589138	0.8188405797101449	0.8230451462566771	0.7902097902097902	0.849624060150376	0.9008402703186538	339	358	60	90	rf	{'n_estimators': 288, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.608720039619682e-05, 'n_jobs': 10}	ecfp-8-1024	1	25
0.6524302127294411	0.8252656434474617	0.821256038647343	0.8254045443065882	0.7925407925407926	0.8521303258145363	0.8895117257429287	340	359	59	89	rf	{'n_estimators': 288, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.608720039619682e-05, 'n_jobs': 10}	ecfp-8-1024	2	25
0.6535312587213947	0.8264462809917356	0.8205128205128205	0.8265886840432295	0.8	0.8421052631578947	0.9115478428213392	336	364	63	84	rf	{'n_estimators': 288, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.608720039619682e-05, 'n_jobs': 10}	ecfp-8-1024	3	25
0.6139334385288497	0.8073286052009456	0.7975155279503106	0.8074281741922148	0.7886977886977887	0.8065326633165829	0.8928515344580044	321	362	77	86	rf	{'n_estimators': 288, 'max_depth': 30, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.608720039619682e-05, 'n_jobs': 10}	ecfp-8-1024	4	25
0.6562353646927487	0.8276269185360094	0.8219512195121951	0.827782772971446	0.7985781990521327	0.8467336683417085	0.910784434421551	337	364	61	85	rf	{'n_estimators': 309, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.003011977732564e-05, 'n_jobs': 10}	ecfp-8-1024	0	26
0.6452864175396682	0.8229043683589138	0.8143564356435643	0.8230008461547981	0.80440097799511	0.8245614035087719	0.9064290189760115	329	368	70	80	rf	{'n_estimators': 309, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.003011977732564e-05, 'n_jobs': 10}	ecfp-8-1024	1	26
0.6555408980098653	0.8276269185360094	0.821078431372549	0.8277611699812741	0.8033573141486811	0.8395989974937343	0.891452962764053	335	366	64	82	rf	{'n_estimators': 309, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.003011977732564e-05, 'n_jobs': 10}	ecfp-8-1024	2	26
0.664393104455782	0.8323494687131051	0.8246913580246914	0.8324534249667941	0.8126520681265207	0.8370927318295739	0.9134834854994629	334	371	65	77	rf	{'n_estimators': 309, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.003011977732564e-05, 'n_jobs': 10}	ecfp-8-1024	3	26
0.6309847454350749	0.8156028368794326	0.8074074074074075	0.8157329230615282	0.7936893203883495	0.821608040201005	0.9007032932519742	327	363	71	85	rf	{'n_estimators': 309, 'max_depth': 30, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 8.003011977732564e-05, 'n_jobs': 10}	ecfp-8-1024	4	26
0.6579621344772241	0.8288075560802833	0.8220858895705522	0.8289528480753743	0.8033573141486811	0.8417085427135679	0.9118420610849347	335	367	63	82	rf	{'n_estimators': 769, 'max_depth': 22, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.730236139230592e-05, 'n_jobs': 10}	ecfp-8-1024	0	27
0.6577952448906582	0.8288075560802833	0.8220858895705522	0.8289375541811541	0.8052884615384616	0.8395989974937343	0.9049521124239169	335	367	64	81	rf	{'n_estimators': 769, 'max_depth': 22, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True, 'class_weight': 'balanced', 'ccp_alpha': 6.730236139230592e-05, 'n_jobs': 10}	ecfp-8-1024	1	27
